Identifier	Supplier Name	Country
24091000189107	Maverick Pharma Private Limited	India	
1209291000189103	Tanzer Life Care Private Limited		
1146721000189106	Alpic Remedies Limited	India	
24981000189106	Geno Pharmaceuticals Private Limited	India	
1187521000189108	Orison Pharma International		
1075121000189108	Carezone Healthcare		
1197931000189102	Cradle Life Sciences Private Limited		
1042321000189101	Alvid-Indo Corporation		
64331000189102	Baxil Pharma Private Limited		
1177581000189101	Choroid Laboratories Private Limited		
1238461000189107	X-Med Medisciences		
1345171000189107	Shilpa Medicare Limited		
47361000189105	Galpha Laboratories Limited	India	
1001481000189109	Geneka Biotek		
386951000189102	Bionics Remedies (gujarat) Limited		
1751481000189103	Kepsee Lab		
1017131000189105	Janus Biotech India Private Limited		
1698621000189105	Madhav Pharmaceuticals Private Limited		
1045841000189108	S R Biotech		
1751061000189102	Brilliant Lifesciences Private Limited	India	
40261000189103	BRD Medilabs		
1684511000189106	Synonn Lifesciences Limited		
1653321000189104	Innovexia Life Sciences Private Limited	India	
1208521000189105	Medivaxia Pharma		
71031000189105	Lifeon Pharmaceuticals		
1196641000189103	Pharmadent Remedies Private Limited		
1199121000189107	Acs Pharmaceuticals		
1755801000189105	Zedlon Pharmaceuticals		
1478841000189109	Avail Healthcare		
383261000189101	Chemosyn Limited		
1396961000189103	Shankus Acme Pharma Private Limited	India	
13031000189103	Punjab Formulations Limited		
70201000189101	Bio-Drug Laboratories Private Limited		
1008471000189104	Mediboon Pharma Private Limited		
105001000189102	Dewcare Concept Private Limited		
1050421000189109	Denchmed Pharma		
1431241000189101	Janjaes Pharmaceutical Private Limited		
1014631000189107	Mediphar Lifesciences Private Limited		
1811981000189101	Tridev Pharmacutical Private Limited		
677171000189108	Facmed Pharmaceuticals Private Limited		
676171000189106	Savorite Pharmaceuticals Private Limited		
100881000189109	Mac Laboratories Limited	India	
1384221000189108	G D Pharmaceuticals Private Limited		
34461000189109	Parex Pharmaceuticals Private Limited		
1225131000189103	Asrawell Lifecare		
41381000189107	Arlak Biotech Private Limited		
1237621000189101	Indilina Pharmaceuticals		
1756011000189105	Addisun Lifesciences Private Limited		
1496101000189105	Avighna Medicare Private Limited	India	
1130451000189109	Zoetic Formulations Private Limited		
60171000189109	Silicon Pharma		
180231000189107	Novo Nordisk India Private Limited	India	
1899891000189107	Covaxl Pharma	India	
1125821000189108	Zola Health Care Limited		
22581000189108	Aurobindo Pharma Limited		
20601000189103	Andic Lifesciences Private Limited		
1024001000189101	Beckcem Drug International Private Limited		
1048971000189101	Seven Hills Life Sciences Private Limited	India	
1071211000189107	Rollick Healthcare Private Limited	India	
1212221000189108	Devbhoomi Pharmaceuticals Private Limited		
16721000189107	Ind Swift Laboratories Limited		
1243821000189107	Theta Labs Private Limited		
46061000189109	Plenteous Pharmaceuticals Limited	India	
23911000189104	Vidakem Lifesciences Private Limited	India	
1074441000189109	Admee Life Sciences Private Limited		
1137921000189105	Apothera Laboratories (opc) Private Limited		
1232921000189109	Canbro Pharmaceuticals Private Limited	Not Available	
1140911000189104	Pure Win Labs		
1925971000189100	Pretium Pharmaceuticals		
1054801000189106	Sherwyn Pharmaceuticals Private Limited		
29021000189108	Evershine Lifesciences Private Limited		
1225061000189109	Astranova Biotech Private Limited		
1878081000189100	Cannote Healthcare		
1591271000189106	Sunberry Lifesciences Private Limited		
50211000189102	Cratus Lifecare Private Limited		
1716901000189100	Neurolife Pharmaceuticals Private Limited		
783731000189103	S H Pharmaceuticals Limited		
1539541000189106	Zynovia Lifecare LLP		
1085921000189100	Rhythm Biotech Private Limited	India	
151831000189109	Medicowin Remedies Private Limited		
33551000189107	Gladcare Formulations Private Limited	India	
1477161000189101	Crestige Lifecare		
1613061000189101	D.J. Laboratories Private Limited		
1228241000189105	Insead Lifesciences Private Limited		
1236191000189106	Monark Biocare Private Limited		
1437061000189100	Linus Life Sciences Private Limited		
1059331000189109	Canvarzys Healthcare Limited	India	
30451000189103	Cotec Healthcare Private Limited		
71281000189100	Bioniche Life Sciences Inc		
1196401000189104	Life Vision Care		
1848651000189100	Praesidio Pharmaceuticals Private Limited		
1541701000189101	Auspharma Private Limited	India	
1089891000189107	Life Gain Pharma Private Limited		
683401000189107	Glaxosmithkline Consumer Healthcare Limited		
1747431000189108	Human Pharmacia Private Limited		
67221000189103	Somnogen Pharmaceuticals Private Limited		
19631000189105	Organon (India) Private Limited	India	
1749221000189104	Ritelife Healthcare		
1809581000189105	Nemi Pharma Private Limited		
1014661000189100	His Eyeness Ophthalmics Private Limited	India	
1019741000189107	Abigail Care Pharma		
15621000189106	Impact Pharmaceuticals Private Limited		
50131000189102	Med Manor Organics Private Limited	India	
1194271000189103	Shatayushi Healthcare Private Limited		
1513521000189109	Shantha Biotech		
319441000189104	Somatico Laboratories Private Limited		
42871000189105	Excare Laboratories		
1810841000189109	Cellgen Biopharma Llp		
1339371000189109	Xenon Pharmaceuticals	India	
39221000189104	Molekule (India) Private Limited	India	
1540011000189109	Sankalp Pharmaceuticals Private Limited		
40661000189101	Cubit Health Care Private Limited	India	
1748521000189108	Medicasa Pharmaceutical		
1061071000189102	Om Biotec		
1245301000189106	Elixir Pharmacon		
1236811000189106	Healing Pharma India Private Limited	India	
1106901000189105	Dsv Healthcare		
1236221000189102	AN Pharmaceuticals Private Limited	India	
1230631000189100	Kind Care Pharmaceuticals		
1023191000189106	Dynamed Pharmaceuticals	India	
260441000189102	Sarmain Pharmaceuticals		
32731000189101	Esteem Pharmaceuticals Private Limited	India	
1005491000189108	Hallmark Chemicals		
13351000189105	Micro Labs Limited		
1229261000189103	Neosun Biotech (India) Private Limited		
1531381000189108	Blaze Remedies		
1218001000189105	Winston Pharmaceuticals Limited		
1589121000189101	Salniz Healthcare		
202731000189103	Marquess Genetica Pharmaceuticals Private Limited		
1184071000189107	Theogen Private Limited		
144751000189105	Alchem International Private Limited		
90111000189104	Curacell Biotech		
1233601000189104	Meditouch Wellness		
1259121000189103	Yaxon Bio Care Private Limited		
1748491000189105	Greemer Biotics Private Limited	India	
23251000189106	East India Pharmaceutical Works Limited		
156621000189101	Regardia Pharmaceuticals	India	
35551000189106	Bionext Pharma Private Limited		
90061000189103	Yash Pharma Laboratories Private Limited	India	
1650481000189104	Benique Pharmaceuticals		
1086321000189106	Bantom Laboratories Private Limited	India	
132771000189108	Synchem Laboratories Private Limited	India	
1185751000189100	Akpash Pharmaceuticals Private Limited		
1439181000189102	NSV Lifecare Private Limited		
1154001000189105	Zim Laboratories Limited	India	
1684351000189102	Medicross Lifesciences Private Limited		
1163981000189105	B.M. Medico Private Limited		
105411000189108	Trends Pharma Private Limited	India	
1780281000189102	Domagk Pharma		
1479301000189108	Medford Pharmaceuticals		
385191000189103	Heramb Pharmaceuticals Private Limited		
1608331000189104	Altrawell Biotech Private Limited		
1477281000189104	Exsiva Pharma Private Limited		
99371000189103	Emami Frank Ross Limited		
1201581000189102	Oasis Remedies		
1650131000189109	Healthlon Pharmaceuticals		
1103611000189107	Cronical Pharma Private Limited		
1924661000189101	Go-ish Remedies Limited		
145161000189106	Agnes Life Sciences		
1039381000189107	Iatric Pharmaceuticals		
56711000189106	HBC Lifesciences Private Limited	India	
1259231000189106	Newtramax Healthcare Private Limited		
54141000189103	Stellar- Bio Labs		
1925151000189108	Orange Healthcare Private Limited		
123961000189105	Alive Pharmaceutical Private Limited		
1475741000189108	Evax Healthcare Private Limited		
1340401000189100	Anvi Pharmaceuticals Private Limited		
1589071000189101	Oak Vance Life Sciences Private Limited		
1125871000189107	Asvins Lifecare		
32951000189107	Alpha Pharmaceuticals Private Limited		
1015891000189108	Lezaa Biotech		
205651000189107	San Boston Life Sciences		
56771000189104	Edelweiss Lifecare Private Limited		
47511000189103	Medinova Pharmaceuticals Private Limited		
1849431000189104	Allites Life Sciences Private Limited		
1924741000189107	Vivimed Labs Limited		
12961000189104	Speciality Meditech Private Limited	India	
1125971000189102	Demax Biotech Private Limited		
202941000189106	Arunabh Pharma		
1235901000189106	Indiana Ophthalmics	India	
9891000189109	Crescent Formulations Private Limited	India	
387481000189101	Inizia Healthcare Private Limited	India	
262561000189101	Saneuron Biologicals		
1378831000189107	Saffron Formulations Private Limited		
1475961000189106	Fortune Life Sciences Private Limited		
1210021000189102	Agrim Pharmaceuticals		
1017451000189108	Curatio Health Care (India) Private Limited		
1069931000189102	Aegis Pharma Private Limited		
9651000189103	Biophar Lifesciences Private Limited		
1238001000189104	Axonwave Pharmaceuticals Private Limited		
1456871000189102	Biomatrix Healthcare Private Limited		
1839831000189102	Ria Lifesciences Private Limited		
24201000189108	Prompt Cure Pharma Private Limited		
37301000189107	Synmedic Laboratories Private Limited	Not Available	
87811000189105	Macmillon Pharmaceuticals Limited	India	
1083031000189103	Snu Biocare		
1185071000189108	Avunu Lifesciences Private Limited		
1755831000189102	Daddyz Pharmaceuticals		
1073621000189100	Ben Pharmaceuticals		
676821000189102	Surety Healthcare	India	
15341000189108	Alde Medi Impex Limited		
1083581000189105	Kaansla Pharmaceuticals Private Limited		
768391000189105	Medicon Pharmaceuticals Private Limited		
318611000189105	Kylsans Drugs and Chemicals Private Limited		
16891000189100	Eucrasia Pharma		
156841000189109	Syntro Healthcare		
1052911000189107	Gurnex Biotech		
1228411000189108	JK Biotech		
1180241000189101	Green Cross Remedies Private Limited	India	
1001011000189108	Pacific Drugs and Chemicals	India	
1438661000189109	Dermcure's Pharma		
1697021000189104	Emkay Sales Corporation		
1256951000189102	Auricare Lifesciences Private Limited		
11571000189107	Orion Biotech Private Limited		
1473961000189105	Medcover Pharmaceuticals (OPC) Private Limited		
1589981000189103	Regent Pharmaceuticals Private Limited		
1115321000189108	Mascot Lifescience Private Limited		
1291831000189101	Astrochem Laboratories		
22361000189106	Health Care Formulations Private Limited		
1813061000189109	Cambior Pharmaceuticals		
67321000189107	Flamingo Pharmaceuticals Limited		
53701000189102	Bioplasma Research Private Limited		
290141000189106	Alliance Overseas Private Limited		
963021000189106	Posilive Pharmaceuticals LLP		
1542231000189109	Medion Biotech Private Limited		
1156901000189101	Uniprixx Laboratories Private Limited		
26701000189105	Savoy Biotech		
1324091000189109	Sanjivani Drugs		
1437131000189106	Scope Pharma Private Limited		
1158081000189108	Solar Life Sciences Medicare Private Limited		
1230971000189107	Anax Lifescience Private Limited		
40021000189101	Medispan Limited	India	
1636321000189108	Talohsty Medmark Private Limited	India	
78701000189105	Cambist Biotech Private Limited		
1097061000189100	Insight Labz	India	
1323651000189105	Dales Pharmaceuticals Limited	India	
1186991000189102	Unisharp Pharmaceuticals		
1174321000189100	Urvija Pharmaceuticals		
1203161000189100	Athlon Mediventures Private Limited		
1696771000189104	Inviscus Lifescience Llp		
24401000189107	Ultramark Healthcare Private Limited		
414691000189103	Ind Swift Limited		
239811000189101	Rasco Life Sciences Private Limited	India	
94731000189103	Fusion Health Care Private Limited	India	
1128311000189100	Avenue Life Sciences Private Limited		
1380161000189100	G.D. Pharmaceuticals Private Limited		
22421000189106	Sava Medica Limited		
1538391000189104	Ark Life Science Private Limited	India	
1421411000189101	Dr Cure Pharmaceuticals India Private Limited		
1112671000189108	Wilcure Remedies Private Limited		
1038891000189106	Welcure Drugs and Pharmaceuticals Limited		
1030081000189104	Malvern Pharma		
1495861000189105	Niktech Healthcare		
1850621000189107	Kanish Biotech		
1748711000189109	Krosyl Pharmaceuticals Private Limited		
1222521000189102	Kript Pharmaceuticals Private Limited		
1609311000189104	Ariskem Pharmaceuticals Private Limited		
1537421000189106	Carron Biotech		
1587841000189106	Zaneka Pharmaceuticals Private Limited		
15711000189106	Wander Limited		
1738101000189107	Dr.ethix's Products And Services Private Limited	India	
1183981000189107	Morecare Pharmatec Private Limited	India	
50461000189101	Sarthak Biotech Private Limited		
1168441000189102	Dazzle Pharma		
291621000189104	Scortis Labs Private Limited		
1104541000189107	Medico Labs Limited	India	
1480041000189108	Loremchem Pharmaceutical		
1780301000189101	Vaxova Drugs Private Limited		
1233091000189102	Pragati Biocare Private Limited		
53301000189101	Wintech Pharmaceuticals Limited		
18431000189100	Alicon Pharmaceutical Private Limited	India	
79041000189100	Sterling Laboratories Private Limited		
1065791000189102	Jollen Medicare Private Limited	India	
1020631000189109	Strassenburg Pharmaceuticals Limited	India	
1146581000189103	Ginsburg Drugs and Formulations Private Limited		
19871000189108	Strides Pharma Science Limited		
26451000189103	Alka Pharmacy Private Limited		
10541000189107	Laborate Pharmaceuticals India Limited		
1435981000189103	Jain Pharmaceuticals		
29081000189109	Trumac Healthcare	India	
1750431000189109	Niya Biotech		
1226411000189107	Symet Drugs Private Limited	India	
9531000189106	Anant Pharmaceuticals Private Limited		
1185171000189107	Flora Biotech Private Limited	Not Available	
1875191000189107	Karlin Pharmaceuticals & Exports Private Limited		
46891000189108	Astalon Pharma Private Limited		
105291000189103	Neo Remedies		
16461000189106	Ritz Pharmaceutical and Foods Products Private Limited		
1478891000189102	Ritelth Medipharma Private Limited		
1115881000189104	Romark Health Care		
