Identifier	Product Name
1514121000189103	Rosukem-F	
1293491000189102	QP-Zep	
1434951000189107	Floret	
1138641000189107	Exiclav	
1292921000189104	Novacart	
1060471000189102	Mastum	
1532101000189108	Olmefit AM	
116501000189101	Deesolone	
291561000189105	Promasun	
824911000189101	Domitab	
229311000189107	Micropec	
1509871000189106	Zytamol	
1076021000189101	Etiden	
1126011000189102	Esizol Plus	
908981000189100	Zotipax	
205411000189105	Levotran	
1513101000189107	Lomid	
1541981000189106	Econdan	
1428931000189105	Cefquad CV	
869441000189100	Mokcan CV	
323751000189104	Stendac	
1173381000189102	Meflox	
1479051000189106	Trydic Brd	
1085871000189106	Paraup	
1292741000189106	Zolog	
1540111000189105	Rxn	
1455711000189109	Strozina	
1610151000189107	Gabaneuron NT	
1810411000189106	Somorid	
1657371000189108	Amdic	
1652201000189108	Dyfira	
9481000189109	Aacef-s	
285061000189101	Piriton U	
1129521000189108	Ofmed O	
208501000189104	Lipiric	
10951000189101	Abifluz	
1407901000189109	Grosafe	
1636611000189109	Vobicil	
1249401000189101	Telmitime H	
1065511000189104	Moxiconch CV	
968931000189103	Uripro	
1232121000189107	Zelgra	
381931000189100	Amphocrit liposome	
1410981000189104	Cefnimax	
1254301000189105	Geemol	
350351000189105	Tyrokinin	
334451000189108	Telmiprime H	
845661000189106	RIVOL	
1494361000189102	Omeflox DX	
1430431000189101	Kepodil CV	
91441000189104	Ceriz L Mont	
348001000189106	Trixon	
1255691000189108	Zapcer	
244091000189100	Neostigmine	
250201000189105	Normabrain	
163421000189100	Fydoliv	
1589221000189107	Periace	
680191000189100	Emduo N Kit	
30511000189103	Amdepin-l	
1383931000189101	Betabest AM	
1712861000189108	Vitax	
374061000189102	Zisper Forte	
237161000189100	Moxnecs	
97541000189107	Ciprosym	
900871000189105	Conrage	
910801000189103	Premspor	
1839731000189105	Fenacor	
1348721000189102	Thegest A	
1611791000189108	Navtil	
1124821000189109	Skacip	
87001000189102	Cefking	
902451000189100	Pemexar	
371411000189105	Zepid	
1589711000189105	Otrifresh Mini	
1152921000189106	Xyron	
379311000189100	Zudef	
1223101000189105	Terborax	
1653231000189105	Vovozen	
1452951000189100	Stocid-D	
763921000189104	Cereflo	
127901000189102	Dopezil	
856981000189103	Wodrone	
172551000189106	Glykind	
987281000189105	Cepiam-TR	
63461000189102	Aztec	
73711000189102	Bludan	
988531000189109	Metaclop P	
130681000189104	Droxyl	
26641000189103	Alneevo	
1018491000189102	Dulomer	
1491671000189104	Horo	
1569891000189106	Ramirica	
818691000189101	GLISTO	
1102961000189105	D 10%	
1473951000189107	Vgmet	
1874951000189103	Absenz	
1753221000189104	Amigla	
197491000189106	Lancid	
312221000189103	Scavista	
1342031000189100	Foxiabh	
969651000189105	Dolokam	
1778971000189103	Aliver	
1097671000189101	Mosafe	
1323681000189102	Racy	
1715421000189105	Valever	
1247001000189101	Miliclav	
974181000189100	Ocifril	
115221000189104	Daxoin	
1450841000189108	Zofylin	
1379231000189102	Fibronib	
1855441000189109	Meropush	
1697831000189107	Quinine Dihydrochloride	
893231000189109	Edegra	
117111000189105	Defolt	
936271000189104	Ovucet	
1874581000189104	HcBest	
1347951000189105	Sove IT	
1016321000189109	Polo	
863501000189101	Bortemap	
149651000189100	Falcina	
1780801000189105	Tramodin	
1714471000189105	Cefotosh	
269571000189104	Otto	
1402941000189105	Amicod	
1007171000189105	Alquit	
1004171000189100	Olafsun	
974531000189106	Keycept	
1874621000189104	Amiphos	
1068271000189101	Oxyna	
1585911000189105	Dapixa	
1591521000189109	Doxyzone	
52761000189109	Aviglic	
1346921000189100	Ofist	
236241000189106	Mox	
1637981000189105	Albiflam-SR	
913541000189105	Levozet	
1738941000189108	Valcox Bcd	
82661000189105	Caspan	
152691000189102	Fertik	
1139351000189106	Levo Anawin	
954941000189105	Dicnac P	
1324411000189106	Dol P	
1346281000189109	Gestin	
1206221000189109	Ovinex-OZ	
1025271000189102	Zeecam	
1876561000189101	Wikicef	
1877221000189107	Tojawa	
211331000189109	Lonin	
1847871000189106	Dydrotab	
197821000189106	Lanzol	
1146751000189104	Uniceph	
1538921000189103	Swemeta-P	
1925261000189102	Lignonir	
1782261000189109	Ivermin	
1250861000189105	Omcid	
1139011000189109	V-Fex	
1639091000189102	Finoxadine	
1810431000189101	Aromasin	
765151000189109	Nobleed	
1781081000189101	Clinrap	
340041000189107	Tidomet LS	
952871000189103	Emletra	
1137501000189106	Filfast	
204901000189104	Levosal	
1056521000189108	Cefora-OZ	
356331000189104	Vazortan	
977731000189109	Lonart Forte	
1204871000189104	Exnor TZ	
1159161000189106	Moxileb CV	
1541281000189101	Rombipra	
1179661000189103	Oflodep OZ	
1814151000189109	Rabonik Plus	
145301000189109	Etolex	
1147251000189105	Rifvery	
94201000189104	Cidomex	
1385611000189102	Sudrox Dt	
1611231000189103	Magneon	
14981000189100	Achpilori	
92291000189104	Cetrezol	
1074291000189103	I-tyza	
1256761000189101	Rabgud PD	
1399561000189100	Yash ZI	
360941000189100	Volapride plus	
1751711000189102	Amricin	
337521000189109	Tevadox	
1587411000189108	Epsoval XR	
1451281000189105	Dymeff Spas	
1537411000189103	Protonil	
1007711000189102	Tofbid	
679701000189105	Metadure	
1133941000189106	Moxime CV	
1094991000189102	Lumenac	
1342241000189100	Loratop	
1717951000189101	Epirest	
1613781000189105	Kaypen	
1395981000189102	Ceflus Kid	
1652861000189108	Erliso	
1199651000189105	Siaflox-OZ	
1381211000189102	P2i D	
1006751000189101	Jbcloz ES	
1346771000189104	Cemadol-CR	
1752191000189101	Sporsun	
842771000189102	H Stat	
1260091000189100	Monocid	
1173401000189102	Kincef	
1807061000189103	Achcoline	
156221000189104	Flozacort	
1178321000189107	Afexdine	
930881000189101	Cetritop	
1657961000189103	Mecolbin	
1571911000189101	Xtra Slim	
1777731000189102	Zoftamic	
193491000189100	Ketopil	
30191000189100	Amcid	
94571000189106	Cigram	
1186951000189107	Oflomac OZ	
388311000189103	Alexin	
1696221000189108	Combolin	
1610101000189106	HealthVit D3	
1348191000189103	Ofrip	
1323111000189104	Brillo	
1390241000189107	Nintib	
139641000189102	Engerix-b	
1018851000189109	Fexin	
1901731000189108	Norbeta	
1425351000189108	Azitab	
1611371000189108	Lotensyl	
981361000189101	Larkin	
1317431000189103	Urikind	
1570191000189103	Oliplan	
1345761000189102	Budamate	
1839441000189106	Tigifib	
1783871000189108	Hvtek	
1636401000189109	Nebaskin	
1615951000189104	Nublexa	
971111000189106	Prodac	
1590401000189106	Difclin	
89461000189103	Cefxi	
183361000189102	Ilet	
1149201000189103	Cozil	
254431000189106	Oculan	
1837271000189108	Sucrotic	
27371000189104	Alpenta	
1716461000189107	Flocare AZ	
1178301000189101	Amoxyrose	
1289151000189101	Geripod	
260381000189100	Omeya	
25801000189105	Allerfex-M	
908571000189105	Vigored Blue	
302021000189108	Resocaine	
223921000189102	Mencip	
859631000189104	Nexopil	
1012321000189108	Doff-OZ	
73121000189106	Bleocin	
1637491000189102	Cipmolnu	
1437871000189100	Eldofen	
1259651000189100	Moxet CL	
123331000189102	Diolin-M	
1812621000189102	Zicolin	
120821000189102	Dianorm	
935711000189107	Afflu	
867981000189106	Oltaur	
337951000189106	Tg-Act	
122891000189100	Dilomox-CV	
1778121000189104	Iversure	
1854181000189107	Vespen	
948681000189101	Cefel	
1736801000189101	Nicocycline	
1637151000189100	Mucocoat	
206031000189100	Lexoquin	
1346541000189101	Fitbit	
1815201000189101	Amitant-IV	
1055311000189101	Supermet XL	
76181000189103	Buffet	
859921000189107	Citamycin	
1345231000189100	Lormak	
1418921000189102	Apidra	
1390691000189102	Amlovas XM	
1391021000189102	Roxone	
33431000189104	AmLodip-5	
1288711000189107	CCAD	
1853361000189101	EV Active	
85131000189102	Cefcure Forte	
1532921000189100	Rebocare	
1011541000189102	Dipcin	
1235801000189101	Jetset	
1093651000189102	Cifo	
304331000189103	Rikaras	
1451701000189105	Eldeom D	
1170301000189103	Surgiflox-OZ	
1029431000189101	Tufcef	
194211000189105	Kinal	
248931000189109	Noctin	
1531461000189107	Pantoroze	
369341000189106	Zarep	
1568431000189104	Lefron	
311521000189105	Satin	
951091000189101	Kivizam	
273591000189109	Panpra-40	
1397951000189103	Stapod-CV	
1736481000189105	Zolnap	
1409851000189108	Trox	
1538651000189102	Acogenib	
1291281000189101	Metrem XL	
64641000189102	Bactocin	
354221000189103	Uwan	
261681000189100	Omlink	
1230921000189108	Tisam	
1752641000189104	Comik	
64091000189103	Azza	
885571000189105	Clavosis	
1187161000189105	Oflovid	
1540961000189105	Rabelon	
1169201000189109	T Flox	
1536011000189108	Roxytec	
214221000189100	Lozatric	
1737991000189100	Adricin	
143801000189104	Estalonix	
1040211000189103	Ovilox OZ	
1495921000189107	Inquflox	
302461000189105	Revas	
1638941000189104	Nirtel CH	
1219351000189101	Dakson OZ	
1711941000189108	Malano	
83901000189107	Cedil	
1248381000189109	Saprazole	
62961000189103	Azoprine	
1112361000189107	Rifwell	
1404871000189103	Loxaris	
1711761000189107	Leris	
1394391000189100	Cefoxin	
252291000189102	Nucip	
817331000189109	Nitpro	
892491000189102	Zigpril	
348101000189107	Triz Lm	
1340841000189100	Unin	
1534451000189106	Profinex P	
240371000189109	Nabolin Dec	
1348161000189106	Oftree	
1219641000189105	Perkocip	
1697681000189105	Asomex CV	
1168871000189108	Torglip M	
138121000189107	Empurine	
1193711000189101	Tygaray	
1567991000189109	Olstan	
1570051000189107	Consern	
355321000189108	Vancowar-CP	
326371000189103	Superzid	
1027251000189103	Serex	
874741000189103	Rofeflash	
1515601000189100	Linzomax	
232811000189105	Molvast	
319331000189101	Solza	
1197691000189108	Flexibert	
1512251000189108	Keta V	
157931000189106	Fluoxee	
1227691000189101	Terbikaa	
1531941000189102	Rabezox	
203401000189109	Levoday	
794591000189106	Ezoff	
883211000189100	Bonimet	
1240511000189107	Fydoroxim	
1291221000189102	Maitrimox	
1608501000189101	Normal Saline	
1346221000189108	Misry	
1586251000189106	Vazegra	
1123051000189108	Fexovon	
1119351000189104	Calmef	
831321000189106	Glansunate	
1344411000189108	Ocsurge	
1256791000189109	Mupinova	
1783571000189106	Lamik	
193441000189107	Ketonic	
899541000189103	Zonim	
1291881000189102	Lypin	
1255651000189103	Tgmet	
1493601000189108	Denjil-Forte	
939401000189101	Domase	
1167621000189107	Cetrish	
940051000189102	Domac	
1202581000189108	Clams CV	
1343151000189102	Peris	
1415591000189100	Amlogard Met	
1848341000189109	Proretero	
193741000189100	Ke-toza	
1808991000189106	Soloclav Kid	
1570871000189105	Tiruvectin	
1438901000189104	Koolistin	
1386181000189108	Segofix OF	
1136251000189107	Triclav	
1716471000189103	Roxim	
307231000189102	Rosmi	
1452091000189109	Spaslin M	
48431000189108	Atensia-am	
1064891000189108	Xintof OZ	
1808771000189109	Cetovik	
879491000189102	Alone	
1436641000189107	Ofloxmed	
1210051000189109	Sefot Z	
1100551000189104	Taxetil	
10611000189105	Abepride	
1293611000189106	Yutodian	
151191000189104	Febugood	
1809461000189103	Citicas	
1325801000189107	Terbiriv	
1477211000189108	Trybro Plus	
54401000189106	Axolt	
905641000189105	Kocef	
1709481000189106	Parotin	
1257611000189108	Samrox	
46141000189109	Asginase	
1736461000189104	Welbusol	
272271000189104	Palmy	
920281000189103	Clarian	
1540261000189103	Rosur	
1021111000189101	Flosri OZ	
362101000189102	Vomny	
1588761000189100	Kapril H	
1610621000189109	Cognisart	
863891000189107	Entorab	
1475651000189100	Trubro HD	
1429381000189102	Limbival	
1341851000189107	Juliana	
1848451000189103	Soristop	
1205921000189106	Ultraclav	
1167421000189105	Alvost	
1534491000189101	Pantova	
1479441000189103	Ozym D	
775361000189104	Moxvid	
859541000189106	Esomefol	
1343461000189107	Sachcort	
1094601000189100	Oflocare ON	
1195481000189101	Forgest SG	
230371000189108	Milixim	
346721000189103	Triader	
1143131000189103	Flowdot	
1206511000189103	Moxymac	
811601000189102	LARGYL	
103091000189107	Cloplat	
1697441000189103	Rioteph	
325111000189103	Sucraday	
213081000189105	Losariv	
1180281000189106	Micky	
190241000189102	Joybac	
133481000189107	Ectover	
1778151000189106	Evcin	
96451000189109	Cipmox	
1111311000189102	Renox A	
1874591000189102	Medos	
1257131000189106	Neudon	
1294221000189104	Escid	
94931000189100	Cina	
1567871000189100	Oxitan	
1251451000189104	Renzole	
1121391000189100	Defloset	
938491000189100	Celica	
34341000189100	AmLopres-l	
65351000189105	Barbee	
120571000189100	Diagli	
1435621000189105	Bestozol	
1810801000189106	Rigoclav Kid	
1120861000189107	Snoviflox OZ	
147421000189102	Evermet-g	
1250071000189105	Fen	
40911000189108	A-od	
1455571000189107	Mefcid	
1568321000189106	Temsi	
1878411000189101	Drunem	
332661000189103	Tefsole	
1173431000189105	Irimist	
369741000189105	Zcin	
159781000189101	Folitas	
899851000189102	Pansulide RD	
123521000189105	Dipal-at	
1514931000189104	Xika Forte	
85961000189107	Cefidan	
1454211000189104	Ancer L	
1652501000189106	Dolo-MF Junior	
953561000189104	Kvert	
1194521000189100	Ariof OZ	
31261000189108	Amifact	
25751000189101	Allercet M	
878241000189104	Cefuna	
1224451000189101	Alticlav	
1837591000189109	MULTAQ	
187061000189109	Ipant	
1083701000189108	Aloz O	
1149041000189106	Oftar OZ	
1227761000189102	Zeelox	
1751941000189104	Nintocin	
1346961000189105	Lomedon	
1233291000189105	Ofgo	
1475561000189101	Chymobid-DBR	
1346331000189102	Ospol 200	
1614051000189102	Shulpanta D	
1148441000189105	Juflox OZ	
1010121000189109	Echocet	
768731000189105	Uricef	
1127151000189104	Tgclyn	
1782751000189102	Iverzit	
1806311000189100	Atroplen	
1538911000189106	Fladol P	
1587771000189105	Fertigyn HP	
1694621000189103	Tryal	
192941000189106	Ketam	
9551000189102	Aansoo	
1198581000189106	Reflow OZ	
1877991000189101	Cefozi	
115201000189105	Dax	
1717671000189103	Dasamed	
1224221000189107	Toxi	
1141071000189104	Zil-O	
1110511000189101	Offmac-OZ	
1900401000189102	Ndrap	
798351000189102	Clogis	
68911000189102	Betni	
1613401000189109	Akralic	
226621000189102	Methin	
1070511000189104	C Day	
865171000189101	Sorbidine	
9701000189108	A-Arti	
318771000189109	Solaze	
68751000189100	Beten	
129591000189106	Dozee-40	
1650681000189102	Ukomef-P	
1541171000189107	Roscon	
1458181000189108	Synacare	
1568171000189107	Orlislim	
1129041000189108	Ambcort	
1535781000189107	Rosulife	
888951000189100	Amiscape	
994831000189104	ZENDOL	
104891000189103	Colo	
147461000189107	Everomus	
787371000189105	Nurokind	
1902371000189103	Amlodac M	
1344511000189107	Nufresh	
210721000189104	Lofel	
1186071000189102	Carvistar	
822211000189101	Junior Lanzol	
368001000189100	Xyzal M	
1752261000189100	Ulcibust L	
78381000189104	Calsunate	
919471000189100	Cefybond	
1038561000189101	Lancet	
1454131000189104	Citimet	
1815491000189106	Moxsta Cv Kid	
1251811000189101	Telmilib H	
1291011000189101	Nuloc	
1854721000189105	Lon	
1210161000189108	Cefroxil	
1155451000189104	Fexoboon	
1837211000189101	Tenochlor	
1572231000189108	Voltmer	
1751241000189109	Gretax	
356691000189106	Vefix	
1325241000189109	Gran	
1421331000189102	Zoftariz	
1454951000189106	Spasmogem	
1092521000189103	Jyflo OZ	
1698481000189109	Torq	
257521000189101	Olmighty-H	
1653161000189107	Jenospas P	
822771000189100	Terbocet	
1810001000189100	Povisun Microbicidal Sprinkling	
1194211000189105	Ambcin	
1326191000189102	Iridie	
1684111000189103	Cherisoft	
775681000189101	Divimox	
1875381000189108	Melo	
74541000189105	BP Norm	
27111000189109	Aloriv	
1533221000189102	Mobilio	
992351000189106	Justin	
1852481000189105	Estrorise	
1636841000189109	Nebi-H	
1013761000189105	Rupiz	
981831000189101	Refzil O	
1116401000189100	Oflopar-OR	
1639161000189106	Ufate	
1906611000189100	Actiflox	
1812601000189108	Betapro S	
1837611000189104	Taregyl	
1587831000189100	Ramitop H	
1852521000189105	Riyopenem	
1536231000189109	Sternix P	
996321000189103	Polyfam	
1697111000189108	Trax	
1155541000189103	Poly-OZ	
26791000189101	Alocet	
1809391000189100	Heal Fast	
1714951000189109	Esotia	
773641000189107	Gyrolone	
45451000189106	Artinate	
220931000189108	Mectar	
904161000189104	Eradiclav	
1345431000189104	Restol	
38691000189107	Aneket	
1348431000189105	Profar	
1340551000189100	Herpovir	
1202851000189102	Moxigem	
1567951000189104	Stocid	
812041000189103	Mucaryl Effervescent	
1252311000189101	Hhtelm-H	
356631000189105	Veenat	
1069441000189104	Fucef	
1344641000189107	Ozan	
1291471000189102	Udgs	
1588521000189103	Carbamac	
1176131000189105	Terbiz	
885641000189103	Xynate	
167101000189109	Getrid	
1694561000189109	Dubalex	
338881000189108	Thiospas A	
911481000189102	Midkast LC	
366331000189109	Xibnus	
788971000189108	Azona	
1926191000189105	Micogel	
49221000189103	Atop	
184701000189100	Indobact	
146741000189102	Euroglip	
1807741000189102	Dapacose	
1880621000189103	Zazid	
138831000189100	Enalap	
380551000189109	Zyn	
938921000189107	Miglit	
1637051000189101	Monotax SB	
802321000189107	Roxicard	
1036011000189106	Cindex OZ	
1512861000189107	Mebalfa	
1717401000189105	Prosium	
1567701000189102	Preventopril	
1656271000189104	Klon T	
1637021000189108	Nubeta-H	
1753561000189107	Methil	
97481000189103	Ciproquin	
1715991000189103	Dompe	
202471000189105	Levexx	
1345271000189103	Ralidex	
367951000189101	Xytid	
1341791000189107	Cipmido	
1510911000189100	Nusam 400	
1493641000189106	BE	
344721000189106	Tramfast	
1224581000189105	Metcort	
921031000189101	ZONISEP	
1656071000189109	Ivabrate	
321591000189102	Spinol	
1348511000189101	Elpar	
304211000189101	Rifarin plus	
1176531000189103	Sibofix	
48621000189108	Athzol	
1227901000189104	Tersig	
41331000189108	Apenorm	
1510591000189100	Buxoric	
1326461000189102	Dersy	
270671000189100	Oxzey	
896421000189101	Riflect	
1838911000189105	Gofate O	
995861000189107	Tinamide	
105041000189104	Combidos	
1118681000189108	Kreate	
96951000189104	Ciprodac dps	
1249591000189106	Widecef	
1347591000189106	Unidrol	
225801000189104	Met Xl Am	
1474041000189107	Caporyl-Forte	
924431000189106	Pantakon	
1479231000189108	Orheal-Brd	
1495981000189108	Oraret	
1541021000189109	R.B. Kool DSR	
1474711000189108	Exlzyme-DS	
1540631000189108	Panloz	
1839541000189105	Cimetiget	
1024921000189108	Texahem MF	
1216701000189108	Norcen TF	
1238751000189101	Cetrinn	
1712411000189109	Venforis	
1324631000189104	Atadol	
1056241000189102	Efurox	
1246121000189109	Tyrazid	
1219171000189109	Nortiel	
32661000189101	Amlan	
1510931000189105	Hetopa DSR	
1695861000189108	Amlochol	
1316201000189105	Zimivir	
1093251000189104	Riviflox	
934531000189109	Mericartrin	
1614761000189102	Tranhit	
208581000189106	Lipitab	
338741000189107	Thioceclo	
1252341000189100	Nitose	
1589461000189103	Ajanta's Dapanta	
1648741000189102	Mycurit 3	
1014211000189104	Utiquin TZ	
1455211000189103	Ekon XL	
1112341000189106	Olymox DT	
771661000189109	Azi-Num	
1649811000189104	Dicamol	
1905601000189107	Cefdrim	
767401000189109	Sedate P	
1248391000189106	Mupizit	
1011361000189105	Ofhil OZ	
1436271000189102	Lornor	
1650891000189104	Minerve	
792931000189108	Zincast	
950821000189101	Zoflo	
1750001000189105	Zomika	
1538841000189101	Forsmart	
1143201000189100	Menicef	
156051000189104	Floxaquin-c	
679911000189109	Triomune	
